id,created_at,original_text,neg,neu,pos,compound,neg,neu,pos,compound
ID000203,2020-04-19,jdiamond1 cnn challenging potus statements praise xi china handl,0.0,0.574,0.426,0.6369,0.0,0.574,0.426,0.6369
ID000204,2020-04-19,presssec realdonaldtrump invoking divine feminineplease rescue surrender,0.0,0.42,0.58,0.7845,0.0,0.42,0.58,0.7845
ID000205,2020-04-19,dr hurst fight continue decisions based facts scien,0.271,0.729,0.0,-0.3818,0.271,0.729,0.0,-0.3818
ID000206,2020-04-19,tegpt ptt fibrinogen ddimer readible markers,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000207,2020-04-19,conquercovid19 limited canada hospitalized week earlier month,0.241,0.759,0.0,-0.2263,0.241,0.759,0.0,-0.2263
ID000208,2020-04-19,announcement seemacms nursing homes report patients families cdc ar,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000209,2020-04-19,chit screen wutttt symptoms,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000210,2020-04-19,denied diploma april dunn students disabilities options died washington po,0.591,0.409,0.0,-0.8779,0.591,0.409,0.0,-0.8779
ID000211,2020-04-19,caslernoel realdonaldtrump doesnt frigging work buying stock,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000212,2020-04-19,health alert brings facts billions whatsapp,0.0,0.694,0.306,0.296,0.0,0.694,0.306,0.296
ID000213,2020-04-19,viber fight misinformation interactive chatbot multiple languages stay informed,0.412,0.588,0.0,-0.5994,0.412,0.588,0.0,-0.5994
ID000214,2020-04-19,sobering report death toll york city sobering heartbreaking,0.724,0.276,0.0,-0.8591,0.724,0.276,0.0,-0.8591
ID000215,2020-04-19,taeyong bad tyongfs single handedly beat shit king violence,0.651,0.349,0.0,-0.9042,0.651,0.349,0.0,-0.9042
ID000216,2020-04-19,3 canadian women killed seemingly partners distancing started police forces ris,0.333,0.667,0.0,-0.6705,0.333,0.667,0.0,-0.6705
ID000217,2020-04-19,danielnewman looked hood survived infection amp convalescent plasma rich,0.0,0.504,0.496,0.7845,0.0,0.504,0.496,0.7845
ID000218,2020-04-19,abc shilling chinas lies amp propaganda senator tom cotton fringe conspiracy theorist sugges,0.451,0.549,0.0,-0.802,0.451,0.549,0.0,-0.802
ID000219,2020-04-19,pray god overthe democrat party,0.0,0.22,0.78,0.7269,0.0,0.22,0.78,0.7269
ID000220,2020-04-19,forest loss diseases study ht,0.365,0.635,0.0,-0.3182,0.365,0.635,0.0,-0.3182
ID000221,2020-04-19,sc governor lift restrictions stores,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000222,2020-04-19,police raids syracuse mosque continues holding daily prayers lockdown christians threatened fin,0.214,0.786,0.0,-0.4588,0.214,0.786,0.0,-0.4588
ID000223,2020-04-19,reminder united 750000 cases 40000 deaths trump acted 2 weeks ea,0.0,0.763,0.237,0.4215,0.0,0.763,0.237,0.4215
ID000224,2020-04-19,current efforts address drug shortages,0.286,0.714,0.0,-0.1531,0.286,0.714,0.0,-0.1531
ID000225,2020-04-19,person trust facilitate informed ethical national conversation recover covi,0.0,0.515,0.485,0.765,0.0,0.515,0.485,0.765
ID000226,2020-04-19,everyones blaming trump mishandling fair raped environment stacked cour,0.484,0.373,0.143,-0.7579,0.484,0.373,0.143,-0.7579
ID000227,2020-04-19,making false comparisons ebola sars epidemic worse,0.341,0.659,0.0,-0.4767,0.341,0.659,0.0,-0.4767
ID000228,2020-04-19,chriscuomo item actor requires amputation leg complications imperi,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000229,2020-04-19,drivethrough testing initiative led hundreds thunder bayarea residents tested weeken,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000230,2020-04-19,rsbnetwork president realdonaldtrump task force hold sunday news briefing,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000231,2020-04-19,latest data pretty clear nynj hit harder america,0.0,0.508,0.492,0.7003,0.0,0.508,0.492,0.7003
ID000232,2020-04-19,catalunya nation starting 19 allowing children play cert,0.0,0.745,0.255,0.34,0.0,0.745,0.255,0.34
ID000233,2020-04-19,extremely helpful article learned nursing husband,0.0,0.618,0.382,0.4754,0.0,0.618,0.382,0.4754
ID000234,2020-04-19,807 confirmed patients chelsea fellow residents isolation prayer,0.278,0.722,0.0,-0.4019,0.278,0.722,0.0,-0.4019
ID000235,2020-04-19,prison cases puts marion county confirmed cases ohio county,0.292,0.708,0.0,-0.5106,0.292,0.708,0.0,-0.5106
ID000236,2020-04-19,cuomo takes charge governor center deadly crisis response helped guide nation,0.291,0.709,0.0,-0.6249,0.291,0.709,0.0,-0.6249
ID000237,2020-04-19,wow nyt printed piece blamed fox news death ny bar owner cruise 31 ba,0.321,0.505,0.174,-0.4939,0.321,0.505,0.174,-0.4939
ID000238,2020-04-19,3 1 month death rate 1221 remaining 11 months 3001m,0.358,0.642,0.0,-0.5994,0.358,0.642,0.0,-0.5994
ID000239,2020-04-19,dc lobbyists raking cash crisis raw story,0.406,0.594,0.0,-0.6249,0.406,0.594,0.0,-0.6249
ID000240,2020-04-19,govt support ghanaian scientists develop vaccines,0.0,0.649,0.351,0.4019,0.0,0.649,0.351,0.4019
ID000241,2020-04-19,obesity biggest risk factors,0.412,0.588,0.0,-0.2732,0.412,0.588,0.0,-0.2732
ID000242,2020-04-19,sacrificing mlb team team choose cardinals,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000243,2020-04-19,80yearold man tested positive promise daughter damn virus wasnt,0.185,0.411,0.404,0.4939,0.185,0.411,0.404,0.4939
ID000244,2020-04-19,nyc told 5 years deblasio blood hands po ramos po liu assassinated 5 years 7900,0.396,0.604,0.0,-0.802,0.396,0.604,0.0,-0.802
ID000245,2020-04-19,prof hugh montgomery explains stay flu pass 13 10 cycles,0.224,0.776,0.0,-0.3818,0.224,0.776,0.0,-0.3818
ID000246,2020-04-19,track fight user hwf donating meal feedingamerica 28081,0.271,0.729,0.0,-0.3818,0.271,0.729,0.0,-0.3818
ID000247,2020-04-19,634 employees pork processing plant south dakota tested positive workers company,0.0,0.735,0.265,0.5574,0.0,0.735,0.265,0.5574
ID000248,2020-04-19,terrifying 1800 inmates ohio correctional facility test positive,0.278,0.451,0.271,-0.0258,0.278,0.451,0.271,-0.0258
ID000249,2020-04-19,rt preorder phonecase strap periode 1904 305 2 weeks price 30k custom fandom,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000250,2020-04-19,wave imminent tragic healthcare workers battle weeks men,0.483,0.517,0.0,-0.6808,0.483,0.517,0.0,-0.6808
ID000251,2020-04-19,sudden cases appearing meat packing plants suddenly coronavirus outbreaks,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000252,2020-04-19,led albertas biggest outbreak cargill meat plants hundreds cases,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000253,2020-04-19,autotrader start deal online car delivered door local delivery,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000254,2020-04-19,gary fowler detroit emergency rooms begging breathe turned,0.271,0.729,0.0,-0.3818,0.271,0.729,0.0,-0.3818
ID000255,2020-04-19,join monday april 20 2020 1110 pt 210 pm farmworkerjustice presents facebook live series,0.0,0.855,0.145,0.296,0.0,0.855,0.145,0.296
ID000256,2020-04-19,stimes revelations viral pardon pun irrefutable concrete evidence pm boj,0.0,0.796,0.204,0.3182,0.0,0.796,0.204,0.3182
ID000257,2020-04-19,breaking adjusted population deaths fatalities western european cou,0.358,0.642,0.0,-0.5994,0.358,0.642,0.0,-0.5994
ID000258,2020-04-19,denzdejz spreading 2 factors 1 dense population 2 dense population,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000259,2020-04-19,cognitive dissonance reducing selfexempting rationalisations isolation breachers favou,0.278,0.722,0.0,-0.4019,0.278,0.722,0.0,-0.4019
ID000260,2020-04-19,sampaloc manila lockdown district number confirmed cases city 98,0.0,0.86,0.14,0.0772,0.0,0.86,0.14,0.0772
ID000261,2020-04-19,nations businesses sought financial aid weeks prior 306 fund cbc news,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000262,2020-04-19,launched online residents report issues noncompliance including individu,0.0,0.824,0.176,0.128,0.0,0.824,0.176,0.128
ID000263,2020-04-19,chief antonio guterres salutes india helping 55 coronavirushit countries sending hydroxychloroquine ot,0.0,0.833,0.167,0.296,0.0,0.833,0.167,0.296
ID000264,2020-04-19,president takes 2 qtips briefing today,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000265,2020-04-19,police raids syracuse mosque continues holding daily prayers lockdown christians threatened,0.231,0.769,0.0,-0.4588,0.231,0.769,0.0,-0.4588
ID000266,2020-04-19,tedlieu presssec 10 testing county usa 33 people tested,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000267,2020-04-19,disappointed obama proper 19 tests 3 years trumps presid,0.307,0.693,0.0,-0.4767,0.307,0.693,0.0,-0.4767
ID000268,2020-04-19,hundreds cases cargill meat plant high river alberta employees worked elbowtoe,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000269,2020-04-19,thousands israelis brave health risks protest netanyahu mendesonca rodaped,0.304,0.444,0.252,0.0772,0.304,0.444,0.252,0.0772
ID000270,2020-04-19,leaving mittromney rep senators panel sign,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000271,2020-04-19,dont barca president,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000272,2020-04-19,lagos decided create test centers lgs cases discovered today sign,0.0,0.811,0.189,0.2732,0.0,0.811,0.189,0.2732
ID000273,2020-04-19,argentina showing humane response thenation,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000274,2020-04-19,view canadas laurentian elite time lay blame pandemic foot,0.231,0.769,0.0,-0.34,0.231,0.769,0.0,-0.34
ID000275,2020-04-19,local government units province ilocos sur imposed liquor ban april enhanced communi,0.329,0.671,0.0,-0.5994,0.329,0.671,0.0,-0.5994
ID000276,2020-04-19,live lagos robbed government loss lagosians facing wor,0.247,0.753,0.0,-0.3182,0.247,0.753,0.0,-0.3182
ID000277,2020-04-19,expensive scarce kits wasted stupidity positive 19,0.445,0.292,0.263,-0.3612,0.445,0.292,0.263,-0.3612
ID000278,2020-04-19,la estimacin del acumulado casos positivos era 1069 la realidad 1035,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000279,2020-04-19,thanking doctors nurses thanking,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000280,2020-04-19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID000281,2020-04-19,ayemojubar lost 3 healthcare workers dr emeka drpt otegbeye dr aminuyet,0.204,0.796,0.0,-0.3182,0.204,0.796,0.0,-0.3182
ID000282,2020-04-19,fight team invistas kingston ontario facility producing nylon 66 bei,0.224,0.776,0.0,-0.3818,0.224,0.776,0.0,-0.3818
ID000283,2020-04-19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID000284,2020-04-19,point fighting pandemics american stupidity,0.643,0.357,0.0,-0.6597,0.643,0.357,0.0,-0.6597
ID000285,2020-04-19,kappasigmahq hope mandatory 10 person limit gatherings members role,0.0,0.625,0.375,0.4939,0.0,0.625,0.375,0.4939
ID000286,2020-04-19,releasing criminals protect simultaneously arresting free people exercising thei,0.237,0.385,0.378,0.296,0.237,0.385,0.378,0.296
ID000287,2020-04-19,north face responders discount,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000288,2020-04-19,brooklyn hospital center hospitals testing convalescent plasma theory plasma recov,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000289,2020-04-19,common conversations businesses time,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000290,2020-04-19,toll impossible 7300 people living longterm care died,0.281,0.469,0.25,-0.1027,0.281,0.469,0.25,-0.1027
ID000291,2020-04-19,comparing response uk figures bad fine bit,0.34,0.485,0.175,-0.4019,0.34,0.485,0.175,-0.4019
ID000292,2020-04-19,1 trump lies lot lies catching trusted info becau,0.409,0.365,0.226,-0.3612,0.409,0.365,0.226,-0.3612
ID000293,2020-04-19,getmejames timcast nyc comparison flu influenza deaths 7607 14167 100,0.224,0.776,0.0,-0.3818,0.224,0.776,0.0,-0.3818
ID000294,2020-04-19,tests proportion population selected country rankings 1 iceland 12 10 norway 25 18 italy 2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000295,2020-04-19,participating asianreadathon month great list released books asian authors,0.0,0.661,0.339,0.6249,0.0,0.661,0.339,0.6249
ID000296,2020-04-19,sergio aguero doctor star jodie whittaker eastenders actor danny dyer famous faces leading le,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000297,2020-04-19,emergency doctor hussein al abbasi resorted sleeping car told leave share house fears,0.371,0.506,0.124,-0.5267,0.371,0.506,0.124,-0.5267
ID000298,2020-04-19,cuomo takes charge governor center deadly crisis response helped guide,0.313,0.687,0.0,-0.6249,0.313,0.687,0.0,-0.6249
ID000299,2020-04-19,bsonenstein patients rikers tylenol,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000300,2020-04-19,screening sufficient based standards dghisham considers testing sufficient 10 po,0.286,0.714,0.0,-0.5574,0.286,0.714,0.0,-0.5574
ID000301,2020-04-19,joe biden win wyoming democratic primary abc news projects based analysis vote wyoming demo,0.0,0.774,0.226,0.5859,0.0,0.774,0.226,0.5859
ID000302,2020-04-19,tonight symonedsanders actor tonygoldwyn hosting town hall focused impacting workers,0.0,0.776,0.224,0.3818,0.0,0.776,0.224,0.3818
ID000303,2020-04-19,race religion colour caste creed language borders striking response conduct,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000304,2020-04-19,episode lost month february lefts narrative response,0.277,0.723,0.0,-0.3182,0.277,0.723,0.0,-0.3182
ID000305,2020-04-19,adequate protection estimates 300000 africans lose lives,0.281,0.521,0.198,-0.2023,0.281,0.521,0.198,-0.2023
ID000306,2020-04-19,good news current strange situation 7 yo,0.207,0.46,0.333,0.2732,0.207,0.46,0.333,0.2732
ID000307,2020-04-19,19 control law order control administration control,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000308,2020-04-19,sweden employed approach health care united,0.0,0.4,0.6,0.7184,0.0,0.4,0.6,0.7184
ID000309,2020-04-19,rate deaths elderly increasing kano days weeks alarming couldn,0.158,0.842,0.0,-0.128,0.158,0.842,0.0,-0.128
ID000310,2020-04-19,police raids syracuse mosque continues holding daily prayers lockdown christians threatened fin,0.214,0.786,0.0,-0.4588,0.214,0.786,0.0,-0.4588
ID000311,2020-04-19,starts ravaging northern nigeria hide true figures elections wont win,0.327,0.48,0.192,-0.2434,0.327,0.48,0.192,-0.2434
ID000312,2020-04-19,fbi cybercrime reports increased 2 3 times coin telegraph,0.0,0.741,0.259,0.2732,0.0,0.741,0.259,0.2732
ID000313,2020-04-19,big red shop times pandemic,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000314,2020-04-19,attackers distribute beware domains,0.552,0.448,0.0,-0.5719,0.552,0.448,0.0,-0.5719
ID000315,2020-04-19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID000316,2020-04-19,bipartisan national association secretaries includes election officials 40,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000317,2020-04-19,news alert dr vladimir zelenko boardcertified family practitioner ny treated 699,0.0,0.82,0.18,0.296,0.0,0.82,0.18,0.296
ID000318,2020-04-19,expecting kind news,0.0,0.37,0.63,0.5267,0.0,0.37,0.63,0.5267
ID000319,2020-04-19,conditions chronic fatigue syndrome linked viral infections virus,0.222,0.778,0.0,-0.25,0.222,0.778,0.0,-0.25
ID000320,2020-04-19,alex jones arrived close america rally 300 protestors wearing face masks swarmed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000321,2020-04-19,reporter asked trump cdc tests unreliable lack oversight obama admin assume fro,0.173,0.827,0.0,-0.3182,0.173,0.827,0.0,-0.3182
ID000322,2020-04-19,realtime tracking rt effective reproduction number worldwide country based kevin systroms jupyter note,0.0,0.714,0.286,0.5267,0.0,0.714,0.286,0.5267
ID000323,2020-04-19,chinese governments deliberate coverup responsible destructive deadly glo,0.325,0.488,0.187,-0.4019,0.325,0.488,0.187,-0.4019
ID000324,2020-04-19,tune watch symonedsanders actor tonygoldwyn host town hall impacted workers entertai,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000325,2020-04-19,stronger statements foreign ministry chinas exploitation press priorities,0.0,0.729,0.271,0.3818,0.0,0.729,0.271,0.3818
ID000326,2020-04-19,realdonaldtrump foxnews invoking divine feminineplease rescue surrender,0.0,0.42,0.58,0.7845,0.0,0.42,0.58,0.7845
ID000327,2020-04-19,clusters 596 cases brings countrys total 6588,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000328,2020-04-19,breaking rnc chairwoman amp betsy devos hired professional organizers protesters protest stayathome orders va,0.245,0.755,0.0,-0.4404,0.245,0.755,0.0,-0.4404
ID000329,2020-04-19,sniff test identify,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000330,2020-04-19,grandma recovered 19,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000331,2020-04-19,extends gratitude provinces china gorgeous light,0.0,0.254,0.746,0.8316,0.0,0.254,0.746,0.8316
ID000332,2020-04-19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID000333,2020-04-19,happy 420 fuck,0.427,0.122,0.451,0.0516,0.427,0.122,0.451,0.0516
ID000334,2020-04-19,60 nursing homes cases,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000335,2020-04-19,prime minister prayut chanocha decide month ease economic restrictions ligh,0.0,0.783,0.217,0.3612,0.0,0.783,0.217,0.3612
ID000336,2020-04-19,doubt compensate damages smell war countri,0.756,0.244,0.0,-0.8519,0.756,0.244,0.0,-0.8519
ID000337,2020-04-19,nicksporcich fuked response america amp stupid,0.633,0.367,0.0,-0.7845,0.633,0.367,0.0,-0.7845
ID000338,2020-04-19,realdonaldtrump senatortimscott invoking divine feminineplease rescue surrender,0.0,0.42,0.58,0.7845,0.0,0.42,0.58,0.7845
ID000339,2020-04-19,emergency food response jidesanwoolu lagosagric1 abiolusanya unclejyde,0.302,0.698,0.0,-0.3818,0.302,0.698,0.0,-0.3818
ID000340,2020-04-22,national treasurys response pandemic cuts sectorshealth water ksh 18b di,0.196,0.804,0.0,-0.296,0.196,0.804,0.0,-0.296
ID000341,2020-04-22,educendowfoundn produced set resources designed schools parentscarers support lea,0.0,0.748,0.252,0.4019,0.0,0.748,0.252,0.4019
ID000342,2020-04-22,jadande casino open lawsuit cluster traced,0.275,0.725,0.0,-0.2263,0.275,0.725,0.0,-0.2263
ID000343,2020-04-22,diabetic man dies lack food medicine delhi quarantine centre mohamed musthafa resident coimbatore,0.161,0.839,0.0,-0.3182,0.161,0.839,0.0,-0.3182
ID000344,2020-04-22,sharing katie sweet family mom2nemo relief coelh,0.0,0.31,0.69,0.836,0.0,0.31,0.69,0.836
ID000345,2020-04-22,great meeting realdonaldtrump today whitehouse discuss ongoing response grateful,0.0,0.496,0.504,0.7964,0.0,0.496,0.504,0.7964
ID000346,2020-04-22,clear testing late april trump tests admitted,0.0,0.556,0.444,0.4588,0.0,0.556,0.444,0.4588
ID000347,2020-04-22,13news pointed items listed ppe kits medical staff fighting va offered,0.2,0.8,0.0,-0.3612,0.2,0.8,0.0,-0.3612
ID000348,2020-04-22,uofl developed technology believed block coronavirus infecting human cells uofl researchers hope fas,0.173,0.655,0.173,0.0,0.173,0.655,0.173,0.0
ID000349,2020-04-22,rocket science simply math week lost americans 6 weeks,0.247,0.753,0.0,-0.3182,0.247,0.753,0.0,-0.3182
ID000350,2020-04-22,dhanyawad pmoindia narendramodi creating personal bodyguard indian fight,0.241,0.556,0.204,-0.1027,0.241,0.556,0.204,-0.1027
ID000351,2020-04-22,pay billionaire work lines pocket tesla ceo elonmu,0.167,0.833,0.0,-0.1027,0.167,0.833,0.0,-0.1027
ID000352,2020-04-22,epidemic sweden lock bonus swedish population,0.0,0.588,0.412,0.5423,0.0,0.588,0.412,0.5423
ID000353,2020-04-22,thread articles posted uncoverdc 1 curve flat written ajkaywriter htt,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000354,2020-04-22,doubt deny severity intensity reality eyes,0.551,0.449,0.0,-0.5994,0.551,0.449,0.0,-0.5994
ID000355,2020-04-22,ekiti records death mother thecable,0.494,0.506,0.0,-0.5994,0.494,0.506,0.0,-0.5994
ID000356,2020-04-22,secupp interview books fear citizens happen las vegas stay,0.286,0.714,0.0,-0.4939,0.286,0.714,0.0,-0.4939
ID000357,2020-04-22,continue deliver services pandemic actively seeking opportunities charityhouruk fund,0.0,0.588,0.412,0.5994,0.0,0.588,0.412,0.5994
ID000358,2020-04-22,todays daily adamliptak explains major supreme court decision jury verdicts offers clues justices,0.0,0.692,0.308,0.5994,0.0,0.692,0.308,0.5994
ID000359,2020-04-22,yosemite national park closed visitors bears thriving,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID000360,2020-04-22,stewart vancouver residents orders helping flatten curve outb,0.0,0.761,0.239,0.296,0.0,0.761,0.239,0.296
ID000361,2020-04-22,controls british government response great article vanessabeeley ukc,0.0,0.631,0.369,0.6249,0.0,0.631,0.369,0.6249
ID000362,2020-04-22,kojoagyyeman reports process noguchi memorial institute tests,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
